sl no,education,experience,industry,skills,jobtitle,clust
16623,675,86,16,14,4833,3
16624,2156,10,29,5,3272,4
16625,2152,85,29,13,2902,3
16626,1994,103,13,38,2266,4
16627,2018,127,30,35,7259,1
16628,1994,108,29,14,3543,3
16629,675,101,58,14,12920,2
16630,2045,111,28,13,12734,4
16631,675,88,29,36,1807,2
16632,791,108,37,30,4325,1
16633,701,112,29,23,2518,2
16634,675,88,29,36,386,4
16635,2156,88,30,35,7705,2
16636,701,125,29,32,5155,3
16637,675,88,37,32,11107,4
16638,701,12,29,36,6052,1
16639,682,88,30,36,768,1
16640,2156,12,29,5,4822,2
16641,2018,101,49,16,8743,4
16642,2018,101,29,24,9765,0
16643,785,3,50,9,4318,2
16644,701,116,29,36,1515,2
16645,1994,104,13,38,7722,0
16646,675,88,8,36,285,2
16647,701,112,29,36,5220,0
16648,1994,116,49,14,11965,0
16649,1994,87,29,14,7910,2
16650,2013,104,29,14,12481,2
16651,2013,101,56,14,11751,4
16652,44,134,56,15,14286,4
16653,714,11,29,30,6069,3
16654,675,101,16,36,1845,2
16655,832,88,58,36,862,3
16656,2018,88,29,14,7946,2
16657,714,88,29,32,8244,4
16658,2156,12,1,5,4822,4
16659,2156,107,30,17,2099,2
16660,2018,88,29,14,5084,1
16661,701,101,29,32,12073,4
16662,684,8,54,0,5074,0
16663,2176,111,13,36,7495,1
16664,2176,11,7,29,10682,2
16665,714,11,29,29,8558,0
16666,675,120,43,7,4114,0
16667,979,88,30,0,306,2
16668,675,133,29,36,10013,3
16669,701,88,29,32,2473,0
16670,675,116,29,36,1845,3
16671,701,86,42,36,7440,2
16672,675,85,29,36,1837,1
16673,714,101,8,36,10051,3
16674,1994,9,29,14,599,2
16675,701,102,29,11,4974,4
16676,675,112,8,32,9358,2
16677,675,88,49,36,7614,1
16678,1994,111,13,6,11615,1
16679,2018,86,29,22,5690,3
16680,791,120,37,30,14870,1
16681,675,8,29,32,7032,2
16682,675,88,37,30,2610,2
16683,701,116,29,36,7190,2
16684,1994,19,42,38,10224,4
16685,2018,84,13,38,9113,1
16686,675,84,50,10,9982,2
16687,675,101,19,36,8033,2
16688,675,108,1,32,2572,3
16689,2156,10,29,5,4825,0
16690,714,2,43,7,4102,4
16691,701,84,30,36,752,0
16692,701,88,29,32,7664,3
16693,1994,1,49,14,14934,2
16694,714,1,29,32,2670,3
16695,675,3,54,14,8678,0
16696,2013,88,37,14,2496,2
16697,675,88,8,39,10276,3
16698,675,88,29,14,8806,0
16699,701,1,29,32,503,3
16700,1994,119,29,6,11295,4
16701,1994,17,44,35,876,2
16702,675,86,37,23,1349,2
16703,2018,84,29,36,121,2
16704,2018,100,30,40,12757,1
16705,2018,104,29,24,12944,2
16706,1994,88,29,14,9775,2
16707,675,11,8,36,10090,0
16708,675,85,7,32,12863,3
16709,701,9,37,29,4032,1
16710,714,88,57,9,6497,4
16711,2018,88,29,20,5579,2
16712,44,85,29,14,8821,1
16713,701,19,42,32,7638,2
16714,675,112,13,36,1873,1
16715,714,115,29,16,10693,2
16716,701,102,49,36,1845,2
16717,2018,104,29,22,5690,4
16718,714,84,57,9,14632,3
16719,675,88,29,14,11322,0
16720,714,100,29,14,7003,4
16721,714,86,43,0,358,0
16722,2018,8,8,14,12118,3
16723,675,9,7,29,8105,2
16724,714,9,7,29,9748,2
16725,701,107,29,36,1807,4
16726,2013,88,29,14,13972,3
16727,701,104,7,32,2475,2
16728,2018,88,29,14,14862,1
16729,1994,3,29,22,13708,1
16730,2018,88,29,14,3583,2
16731,701,86,29,36,9352,2
16732,675,112,38,32,9590,3
16733,675,88,58,29,2872,2
16734,2018,88,37,30,3360,3
16735,1994,105,29,14,3289,4
16736,1191,3,30,15,3865,1
16737,701,3,29,32,7614,3
16738,701,123,30,35,1252,2
16739,2018,116,30,35,647,1
16740,2018,88,29,14,12117,0
16741,1994,136,29,14,13541,3
16742,701,84,8,0,306,2
16743,701,8,29,36,10849,2
16744,675,12,7,14,184,1
16745,2176,88,32,22,8082,2
16746,44,115,37,32,2205,2
16747,675,12,8,36,13762,0
16748,701,9,5,40,12699,2
16749,701,133,19,36,1907,2
16750,1994,111,12,29,4101,2
16751,1172,88,16,42,4290,2
16752,791,112,37,30,11813,0
16753,714,104,30,35,7306,2
16754,701,88,29,32,7664,2
16755,1994,88,29,28,14031,0
16756,701,88,8,39,10198,3
16757,675,88,32,14,14636,1
16758,705,107,8,36,7172,2
16759,675,3,29,14,6206,2
16760,2018,88,29,14,9487,3
16761,1994,77,13,38,9547,0
16762,701,1,8,10,10740,2
16763,675,11,49,36,2738,3
16764,1994,1,29,17,13399,2
16765,1994,12,29,14,9538,1
16766,789,111,29,32,5587,0
16767,2270,5,38,33,621,4
16768,701,10,13,36,10839,3
16769,675,88,54,40,11659,2
16770,675,88,29,14,7914,4
16771,2156,101,13,35,11997,2
16772,701,104,29,17,1130,2
16773,990,103,29,39,13089,1
16774,675,88,29,36,1807,3
16775,675,88,54,36,7369,2
16776,675,2,29,32,12068,1
16777,675,9,29,14,12188,3
16778,675,88,19,32,13139,4
16779,2018,117,17,14,6786,4
16780,675,8,29,14,9503,2
16781,44,9,16,36,13809,2
16782,1994,87,29,14,8795,3
16783,1994,86,29,6,11304,2
16784,2018,104,29,14,3528,0
16785,701,112,29,39,1942,0
16786,2018,84,49,16,8742,2
16787,675,88,19,14,3219,3
16788,2018,8,29,36,647,4
16789,701,88,29,30,12081,2
16790,675,84,32,36,1888,4
16791,1994,86,29,28,8830,0
16792,2156,112,29,14,14877,2
16793,44,104,46,32,1249,2
16794,2018,88,29,14,15260,2
16795,2018,110,14,35,12766,0
16796,714,88,29,28,11108,1
16797,701,37,8,10,3439,2
16798,1994,88,8,14,4597,0
16799,684,88,8,0,5143,4
16800,675,107,37,32,7456,0
16801,675,12,37,14,5092,1
16802,2018,101,49,17,1848,3
16803,675,19,54,11,3170,2
16804,2018,101,29,14,7956,2
16805,1994,37,49,14,7896,2
16806,2005,104,13,36,12513,2
16807,701,88,29,17,2893,3
16808,537,108,31,29,3189,0
16809,675,88,43,14,13119,0
16810,675,104,45,36,10849,2
16811,701,84,45,32,7614,0
16812,675,88,54,11,7389,0
16813,704,11,31,10,2711,1
16814,1988,88,32,14,14898,4
16815,714,39,13,36,10311,2
16816,1994,104,29,14,9545,2
16817,675,88,32,11,2490,0
16818,791,1,37,30,6482,1
16819,675,88,16,42,8770,2
16820,701,104,8,10,9396,0
16821,675,88,15,11,13444,3
16822,1994,88,29,28,11111,2
16825,701,10,5,36,10911,2
16826,2018,12,29,14,12117,1
16827,675,111,37,14,8137,2
16828,675,84,13,29,9915,0
16829,701,140,29,32,7577,0
16830,2156,12,14,38,7721,3
16831,675,101,58,36,1807,0
16832,1994,135,29,14,7050,3
16833,1994,102,29,14,7877,3
16834,714,10,16,42,389,0
16835,701,125,29,36,3920,2
16836,701,8,37,32,10813,0
16837,701,8,7,11,5508,1
16838,675,112,48,7,8197,4
16839,714,12,44,35,8213,2
16840,701,11,29,36,13766,2
16841,976,112,29,0,4374,1
16842,2018,1,30,6,3218,2
16843,791,122,37,30,863,3
16844,1994,104,56,14,4696,4
16845,2018,86,7,14,6641,4
16846,675,88,54,14,13312,1
16847,791,84,37,30,2629,2
16848,675,88,8,10,741,2
16849,2005,39,29,1,5133,3
16850,714,88,7,29,8759,4
16851,714,1,29,32,2972,0
16852,1994,9,29,14,4446,2
16853,675,104,42,38,2065,1
16855,675,88,29,36,763,2
16856,675,88,50,10,7839,2
16857,1994,87,29,22,8082,0
16858,1994,88,29,24,13840,1
16860,701,84,29,36,10053,2
16861,1994,109,29,14,11968,2
16862,701,104,29,28,10586,0
16863,2018,16,29,14,12369,2
16864,675,88,7,14,12995,3
16865,701,85,29,32,7586,2
16866,701,104,29,36,15319,3
16867,1994,108,29,14,12259,1
16868,701,86,17,36,12732,1
16869,701,111,49,36,12728,1
16870,988,88,40,30,2586,0
16871,2018,102,38,22,5946,4
16872,675,88,29,14,6206,3
16873,44,111,32,14,8585,2
16874,714,8,29,36,3267,2
16875,2018,9,30,36,10829,2
16876,675,123,30,36,9983,1
16877,675,88,8,10,242,1
16878,701,111,29,36,1829,2
16879,714,9,29,32,10607,0
16880,1994,87,8,23,2046,0
16881,701,12,29,11,9847,1
16883,2013,39,29,14,15162,3
16884,701,104,29,36,1515,2
16885,714,84,58,44,4164,2
16886,675,88,29,14,6509,3
16887,2018,85,29,24,9717,2
16888,1994,1,29,14,2948,3
16889,701,119,54,11,2540,2
16890,2018,101,49,6,3230,2
16891,831,88,29,32,9358,4
16892,1994,125,29,14,15271,0
16893,714,124,29,29,9904,2
16894,2018,85,29,14,9740,4
16895,706,3,29,14,8834,4
16896,701,10,29,36,1807,1
16897,675,118,29,14,13620,2
16898,701,85,53,36,1767,2
16899,675,88,8,7,11121,1
16900,2018,86,29,22,3959,2
16901,701,88,8,43,1902,4
16902,714,116,37,36,971,2
16903,1994,9,37,14,4446,0
16904,2018,88,16,14,3735,0
16905,701,9,8,10,10791,2
16906,1994,134,49,6,7380,4
16907,675,135,29,35,5196,2
16908,701,10,29,36,4479,3
16909,675,135,42,36,9982,2
16910,701,86,29,36,763,2
16911,1994,88,29,28,15298,0
16912,714,11,29,29,6965,2
16913,675,88,5,35,11910,4
16914,2018,88,29,14,6503,0
16915,675,88,37,14,13532,2
16916,687,102,8,0,503,2
16917,714,120,18,14,3268,2
16918,675,111,56,36,6629,2
16919,701,108,29,36,1845,2
16920,714,88,57,8,7847,4
16921,2018,133,13,38,10754,1
16922,701,9,8,10,10790,0
16923,714,88,30,29,4643,1
16924,701,9,8,10,10792,4
16925,701,39,29,43,4742,0
16926,675,101,43,40,8877,4
16927,675,88,29,14,8942,4
16928,701,88,8,36,763,4
16929,709,86,37,30,2742,0
16930,701,101,29,36,9735,3
16931,2018,8,29,6,1122,4
16932,675,9,29,14,12195,2
16933,1174,88,44,29,10193,0
16934,2013,85,29,14,557,2
16935,1994,11,29,23,1732,4
16936,675,3,29,30,5933,1
16937,714,100,8,10,10217,3
16938,714,11,5,7,1388,4
16939,675,88,43,14,13444,2
16940,714,12,8,32,11897,2
16941,675,64,42,38,843,2
16942,2018,12,29,14,12185,2
16943,832,88,58,44,13948,0
16944,675,104,30,38,3321,2
16945,2018,87,32,14,1734,2
16946,709,88,8,36,1519,2
16947,675,3,29,36,1835,4
16948,675,88,1,36,7735,2
16949,675,88,29,14,14678,1
16950,675,12,29,14,12117,2
16951,1994,88,5,35,12756,2
16952,2018,88,29,6,11304,1
16953,44,117,16,36,2726,1
16954,675,11,49,0,12818,2
16955,675,88,29,14,9649,1
16956,785,101,37,30,11813,2
16957,1988,111,29,14,9138,3
16958,2013,104,29,16,3096,1
16959,701,2,7,11,2487,2
16960,2013,3,29,14,12160,2
16961,714,11,44,35,8213,2
16962,2018,84,13,38,2123,1
16963,701,120,13,36,7261,2
16964,2018,88,29,28,14926,0
16965,1994,116,29,23,10631,1
16966,1187,117,29,17,10471,1
16967,701,2,43,32,3964,2
16968,714,9,30,26,12701,3
16970,675,120,13,6,1705,2
16971,675,11,16,30,9016,2
16972,1994,111,29,14,1130,2
16973,701,9,8,10,10789,1
16974,1994,88,29,24,10689,0
16975,2018,88,30,35,12759,2
16976,675,86,56,36,12876,3
16977,831,122,29,14,4797,1
16978,701,88,8,36,1846,4
16979,675,116,49,36,9358,2
16980,714,101,8,36,10778,1
16981,714,88,50,12,5116,1
16982,714,123,29,36,1845,1
16983,714,2,7,29,2894,1
16984,714,9,29,5,3007,3
16985,2018,3,29,14,13526,0
16986,701,112,17,36,10313,2
16987,701,88,29,32,10714,0
16988,1994,88,43,14,7106,1
16989,701,88,8,36,1844,2
16990,675,86,16,29,13767,4
16991,675,107,13,38,3247,1
16992,701,104,29,32,9358,2
16993,675,88,29,36,10817,2
16994,701,9,5,40,12707,0
16995,675,86,37,23,1349,2
16996,2018,2,52,35,3758,3
16997,675,107,13,11,4992,2
16998,701,2,29,11,5657,1
16999,44,11,7,29,5277,2
17000,2151,123,58,12,11480,0
17001,675,104,29,14,14031,0
17002,2156,86,1,5,6541,2
17003,1994,88,29,14,7895,2
17004,2018,101,29,14,1130,4
17005,714,85,50,36,4195,2
17006,701,133,1,36,4739,0
17007,988,101,16,42,9218,3
17008,1994,84,29,14,10559,4
17009,675,101,13,0,348,2
17010,701,86,46,36,12893,2
17011,1994,64,29,23,9163,3
17012,714,3,46,29,3728,1
17013,701,132,49,14,7467,2
17014,701,2,29,36,1800,0
17015,2018,104,1,32,1126,4
17016,701,127,43,43,4867,4
17017,714,12,42,35,13719,3
17019,982,102,29,35,12872,0
17020,2018,88,29,14,2372,4
17021,675,104,48,36,7411,3
17022,701,104,49,10,5547,4
17023,2018,88,29,28,3040,3
17024,2018,88,52,6,9857,1
17025,701,104,30,35,3872,1
17026,714,86,37,36,4157,2
17027,701,12,16,36,4145,1
17028,701,12,29,36,1807,2
17029,2013,140,29,14,1415,1
17030,1186,101,29,21,12247,2
17031,675,9,19,8,2178,4
17032,1988,12,29,15,11722,2
17033,1994,127,29,16,11221,3
17034,706,88,29,14,14898,1
17035,1994,112,29,14,14496,2
17036,2018,86,58,14,1465,2
17037,2018,102,29,14,6898,2
17038,701,85,29,36,10892,1
17039,2045,104,29,17,10338,2
17040,701,2,29,32,1124,2
17041,1994,132,29,25,11235,3
17042,675,117,12,38,12020,2
17043,1994,112,42,6,3740,3
17044,701,88,44,36,10013,4
17045,1994,9,29,14,3310,2
17046,701,102,29,32,7642,0
17047,675,135,58,36,5192,1
17048,714,123,37,14,9530,3
17049,701,85,49,36,10894,2
17050,701,108,30,36,12500,2
17051,1994,88,29,42,5994,2
17052,979,2,1,0,6492,4
17053,701,103,30,36,7495,4
17054,1413,84,16,42,4311,1
17055,2152,101,32,5,4848,2
17056,2257,88,16,33,4618,3
17057,2156,101,45,35,4048,2
17058,701,1,29,32,7026,2
17059,1176,133,29,32,2771,2
17060,2156,8,29,5,4822,0
17061,2013,101,29,14,12970,2
17062,2013,19,29,14,9358,2
17063,1994,88,29,14,557,0
17064,675,88,49,42,12447,0
17065,701,101,29,36,7331,4
17066,2018,8,5,35,9792,3
17067,714,84,29,29,13786,1
17068,2018,88,29,14,6013,4
17069,1994,104,29,14,3548,1
17070,1994,3,29,14,5083,4
17071,44,117,29,14,8704,2
17072,2005,101,29,32,502,2
17073,675,112,58,12,897,2
17074,2013,3,29,14,12229,4
17075,701,133,29,38,12015,4
17076,2018,88,29,25,14082,2
17077,701,39,29,32,2361,4
17078,2204,111,8,10,11519,2
17079,701,107,49,36,4807,2
17080,701,119,34,32,4867,0
17081,2013,100,29,14,637,0
17082,705,108,44,36,4230,1
17083,701,117,49,32,7586,4
17084,1994,124,49,14,13508,3
17085,2013,131,37,14,5189,4
17086,2176,11,7,29,7065,2
17087,714,117,58,29,14830,4
17088,701,104,29,29,2153,2
17089,701,84,43,36,1807,2
17090,675,104,16,42,5469,2
17091,2018,86,29,14,9356,1
17092,1017,135,44,35,9433,2
17093,2013,111,29,14,12605,2
17094,1994,88,29,23,7872,3
17095,1994,88,29,14,8806,0
17096,701,1,42,13,13831,3
17097,2018,117,30,40,7492,3
17098,675,112,8,36,10911,2
17099,714,104,29,44,4450,2
17100,791,1,29,30,2610,4
17101,2045,86,1,14,14918,2
17102,701,87,37,32,10562,1
17103,1994,86,29,14,13444,0
17104,2259,88,38,33,9086,3
17105,2018,88,5,35,9792,2
17106,2018,85,29,22,13253,4
17107,2176,11,7,29,2019,2
17108,537,112,7,29,7799,2
17109,675,86,29,13,4349,4
17110,2018,9,29,14,557,1
17111,701,85,29,36,11940,1
17112,1017,86,44,35,8211,2
17113,675,110,8,0,7521,3
17114,2013,19,29,14,5638,3
17115,2018,38,29,28,9545,2
17116,2018,111,29,14,15158,4
17117,701,19,46,32,3963,2
17118,701,88,13,38,10731,3
17119,714,84,46,36,13795,3
17120,701,133,29,36,1845,2
17121,701,104,13,35,12719,1
17122,2048,85,58,28,14929,2
17123,2018,112,29,23,9280,2
17124,2013,88,32,28,14898,1
17125,2044,10,32,28,3645,0
17126,701,123,30,36,1255,2
17127,704,84,13,0,321,4
17128,714,101,30,40,9642,3
17129,1994,102,29,6,1363,2
17130,1994,117,29,17,10383,3
17131,701,9,8,36,15154,2
17132,2156,102,13,38,1616,0
17133,1994,88,30,14,11259,3
17134,2018,102,49,22,12786,4
17135,725,85,16,42,5569,2
17136,675,104,16,42,12088,2
17137,675,116,30,35,2123,2
17138,701,111,37,28,12085,2
17139,701,2,29,36,1807,0
17140,1994,120,29,14,11463,4
17141,701,117,58,36,1956,2
17142,1994,127,29,17,10492,2
17143,2013,12,29,14,8843,4
17144,1994,116,29,14,2045,2
17145,2018,104,13,40,9628,3
17146,714,115,8,29,191,0
17147,537,112,7,29,7797,3
17148,2018,101,7,14,3333,0
17149,701,133,13,11,5051,4
17150,1597,12,38,33,4082,0
17151,44,88,29,32,7635,2
17152,714,88,16,29,6698,0
17153,1994,88,29,14,705,0
17154,714,8,58,29,2858,3
17155,714,104,48,36,9613,3
17156,1994,116,42,38,1282,4
17157,701,123,29,36,7331,2
17158,2018,84,49,23,655,2
17159,701,2,29,11,4970,4
17160,714,86,58,29,14830,0
17161,714,11,61,21,15186,1
17162,701,101,8,36,949,2
17163,1994,112,13,38,8853,1
17164,962,104,42,0,6042,2
17165,2013,86,29,14,67,2
17166,714,8,49,8,5883,1
17167,2045,123,29,14,14938,4
17168,2222,103,13,31,6491,0
17169,44,103,31,36,1855,1
17170,1994,133,13,38,13444,2
17171,2018,88,29,28,13979,2
17172,714,3,16,29,6699,0
17173,714,9,1,32,12061,2
17174,675,84,58,44,5460,2
17175,675,86,46,32,12083,3
17176,701,2,61,36,1515,3
17177,2018,19,29,14,13628,2
17178,2018,85,29,23,2579,3
17179,2013,104,29,24,7913,1
17181,2018,104,13,38,9109,0
17182,2013,136,29,22,13269,4
17183,1994,101,49,16,6734,3
17184,701,103,49,36,10965,2
17185,701,88,29,36,1835,0
17186,2018,85,29,35,13969,4
17187,2018,102,29,14,12983,1
17188,1994,135,34,14,14095,3
17189,2013,112,29,17,10473,2
17190,701,9,5,36,757,0
17191,979,108,58,0,7839,2
17192,537,112,7,29,7797,3
17193,1994,119,29,16,8694,2
17194,701,104,29,17,10338,2
17195,714,101,16,42,2745,2
17196,537,5,44,36,14471,3
17197,675,12,29,36,1807,2
17198,2048,9,49,29,2175,2
17199,675,88,29,22,13708,0
17200,791,36,37,36,15128,1
17201,1205,93,42,43,2036,2
17202,2018,88,29,5,14877,3
17203,990,101,16,42,3638,3
17204,2076,102,58,12,866,2
17205,714,104,5,35,12698,2
17206,675,12,43,32,8871,4
17207,701,101,1,32,13187,0
17208,537,110,29,14,6466,3
17209,706,107,29,14,12185,3
17210,2018,3,29,14,1054,0
17211,701,3,29,29,4414,2
17212,701,112,58,36,1955,2
17213,675,16,29,14,9545,4
17214,701,85,1,32,12084,2
17215,2018,87,7,30,2629,2
17216,1994,88,29,22,14096,2
17217,1994,108,30,40,3837,2
17218,2013,86,29,28,11341,2
17219,701,8,29,11,10211,2
17220,701,104,29,32,8909,0
17221,714,8,58,29,2858,4
17222,2018,85,29,17,4169,4
17223,537,3,49,11,10134,2
17224,990,101,16,42,5470,2
17225,675,133,8,10,1066,2
17226,701,9,19,36,12694,1
17227,701,12,4,36,1807,2
17228,701,85,29,36,1835,4
17229,1994,86,29,28,8840,2
17230,2018,100,29,15,11967,1
17231,2018,86,29,14,3318,2
17232,701,139,29,32,277,4
17234,791,10,37,30,3728,4
17235,2018,84,29,38,12499,1
17236,701,110,8,36,15116,2
17237,675,87,43,32,2667,2
17238,410,135,8,36,11482,0
17239,2018,88,52,6,9858,2
17240,2018,64,30,35,12828,2
17241,1224,11,32,28,14455,2
17242,701,11,29,36,1790,3
17243,701,9,37,36,63,2
17244,701,109,44,36,9350,3
17245,701,100,37,14,8806,2
17246,2018,87,32,28,14031,4
17247,701,12,13,36,10310,2
17248,1174,88,38,33,3355,0
17249,791,2,29,5,13907,0
17250,537,112,29,14,6254,2
17251,701,116,28,36,10911,2
17252,701,122,8,11,1164,2
17253,2018,8,29,16,8678,3
17254,701,88,50,36,10809,3
17255,701,133,29,14,12634,0
17256,1994,104,29,14,6879,1
17257,701,86,29,36,10849,2
17258,701,8,49,32,425,2
17259,701,3,30,36,10770,3
17260,2018,3,29,23,13695,2
17261,701,109,37,32,10562,2
17262,701,12,8,36,7614,1
17263,701,111,29,36,1835,0
17264,1994,112,29,14,9258,3
17265,701,112,49,23,3812,2
17266,1994,117,29,14,9258,2
17267,701,112,44,32,4878,4
17268,70,101,32,32,10614,2
17269,1994,112,42,6,3740,0
17270,2018,85,29,14,3328,4
17271,2018,88,29,28,14942,3
17272,2018,3,29,35,11933,1
17273,834,2,28,29,2492,4
17274,675,100,34,32,11684,3
17275,714,10,8,36,13787,2
17276,701,86,44,33,9379,3
17277,714,112,29,24,12942,4
17278,701,88,7,36,2921,0
17279,2156,84,32,5,14877,2
17280,701,117,40,32,11562,3
17281,262,126,1,32,4976,0
17282,2013,88,29,14,6117,1
17283,1994,19,29,17,3461,2
17284,701,88,29,36,850,2
17285,2018,86,29,14,14877,2
17286,701,116,8,36,243,2
17287,831,9,29,36,12330,1
17288,701,100,29,36,5977,3
17289,714,86,29,32,4211,2
17290,2014,112,8,14,11330,1
17291,1994,19,42,6,11246,2
17292,675,88,44,33,7736,2
17293,675,119,1,32,2363,2
17294,2156,117,1,5,12655,3
17295,701,8,29,28,14877,3
17296,1994,107,29,14,2389,2
17297,701,16,34,32,7730,2
17298,2018,84,29,6,7125,1
17299,714,2,52,35,13196,1
17300,1994,88,49,6,3223,3
17301,1994,87,29,14,4546,2
17302,714,87,58,7,8548,4
17303,2048,88,29,36,10894,2
17304,2018,9,29,16,8678,0
17305,831,88,49,33,3211,0
17306,701,12,29,32,2367,2
17307,831,9,5,36,9183,4
17308,701,125,8,32,2764,3
17309,2018,85,8,28,13430,0
17310,714,101,46,39,2515,3
17311,714,2,61,29,2110,0
17312,714,8,58,29,2858,2
17313,2176,11,7,29,3643,2
17314,2048,11,29,29,531,2
17315,714,85,19,28,3040,2
17316,701,107,29,11,11820,1
17317,791,8,29,30,2610,0
17318,701,19,44,36,10916,1
17319,1017,112,44,33,995,4
17320,786,101,54,32,9626,4
17321,701,88,16,36,10849,0
17322,701,86,49,36,10810,1
17323,44,119,29,14,8507,1
17324,701,117,8,36,15246,4
17325,675,108,58,12,1570,2
17326,701,117,49,32,7379,2
17327,701,123,29,36,12673,4
17328,701,11,8,36,4092,2
17329,2018,109,29,14,11961,2
17330,1994,109,29,28,4553,3
17331,675,135,29,14,1130,2
17332,701,84,49,36,12896,0
17333,1994,104,29,14,13590,2
17334,1994,12,29,14,6912,2
17335,701,101,13,32,2467,4
17336,675,101,8,36,876,0
17337,701,85,29,36,958,3
17338,1186,101,29,25,12249,0
17339,831,104,19,36,13335,1
17340,2013,85,1,14,11622,0
17341,714,5,8,11,6725,1
17342,701,86,1,32,3389,1
17343,1994,112,29,14,6117,1
17344,2018,112,29,14,10747,2
17345,1994,104,29,23,2153,4
17346,714,9,49,7,3054,0
17347,1994,108,16,14,9658,1
17348,675,111,29,13,5985,4
17349,2018,10,28,29,7970,4
17350,168,87,37,36,5311,0
17351,701,108,29,32,7448,2
17352,1994,116,29,14,2533,0
17353,537,112,8,15,6266,4
17354,44,102,29,17,8054,0
17356,2005,107,29,32,5979,4
17357,2018,9,29,14,188,2
17358,2018,8,29,14,7914,2
17359,701,104,50,32,876,4
17360,44,104,44,40,1333,0
17361,44,112,36,14,15199,3
17362,2018,86,29,14,9775,2
17363,2156,112,44,32,4875,1
17364,701,86,34,38,9545,1
17365,2176,11,7,29,4641,2
17366,714,8,51,32,10211,2
17367,714,9,46,36,4157,2
17368,2018,136,12,38,2464,2
17369,2018,88,1,5,12781,0
17370,969,108,8,0,9347,2
17371,714,88,43,7,3043,1
17373,701,111,49,11,9615,1
17374,966,102,8,36,5988,4
17375,675,108,13,40,7335,2
17376,701,88,29,14,1759,4
17377,701,133,29,32,7448,4
17378,2018,101,29,28,3563,4
17379,701,88,29,32,12072,0
17380,701,8,29,11,9922,2
17381,701,117,49,29,7468,2
17382,675,120,16,42,1176,3
17383,701,19,29,32,5190,2
17384,701,85,37,32,12061,2
17385,701,88,29,32,7656,1
17386,704,1,13,0,275,2
17387,714,8,8,36,1807,1
17388,986,101,29,42,13089,2
17389,701,101,8,36,15123,4
17390,1994,112,42,6,3740,1
17391,1994,117,29,14,9534,2
17392,2018,109,29,14,13720,4
17393,976,9,8,0,503,4
17394,701,88,8,36,10892,4
17395,704,101,29,0,2056,1
17396,1994,88,29,20,14945,2
17397,2018,111,29,14,11465,1
17398,675,100,29,36,10911,3
17399,1994,127,29,14,14949,4
17400,1994,142,29,14,14957,1
17401,701,86,29,23,12991,3
17402,1994,86,29,28,11341,4
17403,714,117,15,8,3486,2
17404,725,85,16,42,1059,2
17405,2045,88,29,20,14969,0
17406,2018,2,29,28,10589,2
17407,2156,86,1,5,6072,2
17408,714,8,29,14,9058,4
17409,2018,86,29,28,14501,2
17410,675,108,32,29,11277,1
17411,701,104,16,42,11115,1
17412,701,3,29,27,8712,0
17413,714,88,7,29,13199,2
17414,701,2,29,29,150,4
17415,70,101,5,29,8286,3
17416,701,2,1,32,7450,3
17417,701,102,29,32,7446,2
17418,714,1,29,44,13249,4
17419,701,136,29,11,5657,2
17420,701,9,32,32,3716,4
17421,1994,136,49,14,9561,2
17422,2013,101,29,14,4449,2
17423,701,112,29,10,443,2
17424,675,1,13,38,12012,4
17425,701,16,32,14,9545,3
17426,714,85,29,14,12763,0
17427,2018,108,29,15,11726,4
17428,701,12,49,29,11236,1
17429,2018,86,29,14,15187,1
17430,675,100,50,32,876,0
17431,714,101,30,36,10804,2
17432,1994,88,29,22,2648,2
17433,714,112,13,36,10829,3
17434,1988,125,29,14,11261,2
17435,714,10,29,28,9486,2
17436,2018,116,13,38,7278,3
17437,2013,2,29,14,5080,2
17438,714,111,29,13,3273,2
17439,537,88,8,10,2465,4
17440,2018,112,29,13,12647,2
17441,2013,18,29,14,9584,2
17442,1994,86,29,27,12226,3
17443,714,86,58,29,15297,2
17444,675,111,29,36,9182,2
17445,701,88,29,36,11716,0
17446,2018,84,29,14,8060,2
17447,2018,3,29,14,186,4
17448,2018,1,29,14,14898,2
17449,2018,132,29,20,3527,4
17450,1182,88,38,33,12086,0
17451,701,3,7,11,5077,0
17452,2018,111,30,35,5909,4
17453,701,39,49,23,4767,2
17454,714,85,8,10,11409,3
17455,1994,116,48,38,6664,3
17456,1017,135,44,35,912,3
17457,1187,84,28,28,14866,2
17458,701,85,30,36,3821,2
17459,2018,88,57,35,9734,4
17460,2018,88,28,13,3273,4
17461,2005,117,29,21,9579,2
17462,2156,86,1,5,9057,2
17463,2018,103,29,36,1789,0
17464,2018,9,29,14,3539,1
17465,2018,104,29,38,9545,1
17466,2259,9,38,33,5468,3
17467,2013,101,29,14,8843,4
17468,701,9,12,36,12689,3
17469,701,117,8,36,15248,2
